,year,state,report,farmtype,category,category_value,category2,category2_value,variable_id,variable_name,variable_sequence,variable_level,variable_group,variable_group_id,variable_unit,variable_description,variable_is_invalid,estimate,median,statistic,rse,unreliable_estimate,decimal_display,intervals_estimate,random_date,julian_date
209,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,26523.0,,TOTAL,26.6,0,0,,2015-10-09,16717.0
210,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,91592.0,,TOTAL,11.0,0,0,,2015-09-25,16703.0
211,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,12558.0,,TOTAL,22.9,0,0,,2015-10-06,16714.0
212,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,21736.0,,TOTAL,23.9,0,0,,2015-05-22,16577.0
213,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,14783.0,,TOTAL,12.1,0,0,,2015-12-04,16773.0
214,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,42092.0,,TOTAL,29.2,0,0,,2015-10-09,16717.0
215,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,43064.0,,TOTAL,15.2,0,0,,2015-09-16,16694.0
216,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,64299.0,,TOTAL,30.8,0,0,,2015-03-10,16504.0
217,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,7420.0,,TOTAL,19.0,0,0,,2015-07-12,16628.0
218,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,81154.0,,TOTAL,24.9,0,0,,2015-03-22,16516.0
219,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,50506.0,,TOTAL,27.6,0,0,,2015-01-03,16438.0
220,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,36863.0,,TOTAL,65.9,0,0,,2015-11-06,16745.0
221,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,14779.0,,TOTAL,72.3,0,0,,2015-11-15,16754.0
222,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,14734.0,,TOTAL,22.8,0,0,,2015-11-01,16740.0
223,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1741845.0,,TOTAL,13.3,0,0,"(0.0, 3607745.75]",2015-06-01,16587.0
224,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7831185.0,,TOTAL,6.2,0,0,"(7671542.0, 13093219.25]",2015-11-17,16756.0
225,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,9059025.0,,TOTAL,8.2,0,0,"(7671542.0, 13093219.25]",2015-04-11,16536.0
226,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,40151586.0,,TOTAL,13.1,0,0,"(13093219.25, 114480641.0]",2015-02-19,16485.0
227,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,24892950.0,,TOTAL,14.0,0,0,"(13093219.25, 114480641.0]",2015-12-28,16797.0
228,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1371372.0,,TOTAL,27.3,0,0,"(0.0, 3607745.75]",2015-04-02,16527.0
229,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,9565858.0,,TOTAL,8.9,0,0,"(7671542.0, 13093219.25]",2015-02-07,16473.0
230,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7844052.0,,TOTAL,19.8,0,0,"(7671542.0, 13093219.25]",2015-01-11,16446.0
231,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,6573975.0,,TOTAL,13.4,0,0,"(3607745.75, 7671542.0]",2015-02-06,16472.0
232,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2449191.0,,TOTAL,24.9,0,0,"(0.0, 3607745.75]",2015-05-28,16583.0
233,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,12579823.0,,TOTAL,17.5,0,0,"(7671542.0, 13093219.25]",2015-03-31,16525.0
234,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,107225989.0,,TOTAL,7.9,0,0,"(13093219.25, 114480641.0]",2015-10-02,16710.0
235,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7427201.0,,TOTAL,10.1,0,0,"(3607745.75, 7671542.0]",2015-04-28,16553.0
236,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,8287482.0,,TOTAL,11.9,0,0,"(7671542.0, 13093219.25]",2015-02-20,16486.0
237,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1930176.0,,TOTAL,37.9,0,0,"(0.0, 3607745.75]",2015-06-18,16604.0
238,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,10090308.0,,TOTAL,8.7,0,0,"(7671542.0, 13093219.25]",2015-04-02,16527.0
239,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1776647.0,,TOTAL,21.3,0,0,"(0.0, 3607745.75]",2015-06-21,16607.0
240,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7611750.0,,TOTAL,57.7,0,0,"(3607745.75, 7671542.0]",2015-03-14,16508.0
241,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3596865.0,,TOTAL,18.3,0,0,"(0.0, 3607745.75]",2015-07-15,16631.0
242,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,49973160.0,,TOTAL,8.7,0,0,"(13093219.25, 114480641.0]",2015-02-16,16482.0
243,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3913424.0,,TOTAL,12.1,0,0,"(3607745.75, 7671542.0]",2015-06-12,16598.0
244,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3806601.0,,TOTAL,7.6,0,0,"(3607745.75, 7671542.0]",2015-02-19,16485.0
245,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2236264.0,,TOTAL,13.7,0,0,"(0.0, 3607745.75]",2015-12-31,16800.0
246,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,111020.0,,TOTAL,8.5,0,0,,2015-01-28,16463.0
247,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,22023513.0,,TOTAL,14.8,0,0,"(13093219.25, 114480641.0]",2015-07-27,16643.0
248,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,10870.0,,TOTAL,45.3,0,0,,2015-02-12,16478.0
249,2015,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,14183983.0,,TOTAL,19.2,0,0,"(13093219.25, 114480641.0]",2015-02-14,16480.0
250,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,98510.0,,TOTAL,15.0,0,0,,2016-12-13,17148.0
251,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,4964.0,,TOTAL,25.2,0,0,,2016-03-11,16871.0
252,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,13186.0,,TOTAL,19.5,0,0,,2016-05-26,16947.0
253,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,45850.0,,TOTAL,14.1,0,0,,2016-02-08,16839.0
254,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,28874.0,,TOTAL,38.6,0,0,,2016-06-20,16972.0
255,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,15361.0,,TOTAL,23.0,0,0,,2016-07-16,16998.0
256,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,34827.0,,TOTAL,11.6,0,0,,2016-01-08,16808.0
257,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,41139.0,,TOTAL,17.3,0,0,,2016-08-27,17040.0
258,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,23893.0,,TOTAL,17.6,0,0,,2016-04-07,16898.0
259,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,25768.0,,TOTAL,12.9,0,0,,2016-11-14,17119.0
260,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,7321.0,,TOTAL,38.4,0,0,,2016-03-06,16866.0
261,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,10000.0,,TOTAL,30.6,0,0,,2016-10-12,17086.0
262,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,36553.0,,TOTAL,14.6,0,0,,2016-03-09,16869.0
263,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,45857.0,,TOTAL,9.9,0,0,,2016-09-04,17048.0
264,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,4601.0,,TOTAL,24.3,0,0,,2016-05-30,16951.0
265,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,34983.0,,TOTAL,11.2,0,0,,2016-02-07,16838.0
266,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,45783.0,,TOTAL,22.4,0,0,,2016-01-23,16823.0
267,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,73376.0,,TOTAL,8.1,0,0,,2016-07-18,17000.0
268,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,38353.0,,TOTAL,14.1,0,0,,2016-10-03,17077.0
269,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,6813.0,,TOTAL,23.2,0,0,,2016-12-02,17137.0
270,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,42506.0,,TOTAL,9.9,0,0,,2016-10-24,17098.0
271,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,27533.0,,TOTAL,49.8,0,0,,2016-11-09,17114.0
272,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,17682.0,,TOTAL,18.2,0,0,,2016-05-05,16926.0
273,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3640388.0,,TOTAL,10.9,0,0,"(3607745.75, 7671542.0]",2016-05-28,16949.0
274,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2892327.0,,TOTAL,23.7,0,0,"(0.0, 3607745.75]",2016-03-21,16881.0
275,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2244704.0,,TOTAL,15.9,0,0,"(0.0, 3607745.75]",2016-06-28,16980.0
276,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,12365871.0,,TOTAL,28.9,0,0,"(7671542.0, 13093219.25]",2016-09-14,17058.0
277,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,10981491.0,,TOTAL,8.3,0,0,"(7671542.0, 13093219.25]",2016-12-12,17147.0
278,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,8968161.0,,TOTAL,5.8,0,0,"(7671542.0, 13093219.25]",2016-04-04,16895.0
279,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,8655657.0,,TOTAL,5.8,0,0,"(7671542.0, 13093219.25]",2016-09-03,17047.0
280,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,100253574.0,,TOTAL,6.7,0,0,"(13093219.25, 114480641.0]",2016-04-12,16903.0
281,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,6364198.0,,TOTAL,7.5,0,0,"(3607745.75, 7671542.0]",2016-10-23,17097.0
282,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2249227.0,,TOTAL,24.7,0,0,"(0.0, 3607745.75]",2016-09-02,17046.0
283,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3101864.0,,TOTAL,34.0,0,0,"(0.0, 3607745.75]",2016-08-23,17036.0
284,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1173464.0,,TOTAL,18.8,0,0,"(0.0, 3607745.75]",2016-10-26,17100.0
285,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,34 years or younger,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,1545050.0,,TOTAL,18.9,0,0,"(0.0, 3607745.75]",2016-05-10,16931.0
286,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,43612507.0,,TOTAL,9.4,0,0,"(13093219.25, 114480641.0]",2016-04-14,16905.0
287,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,65 years or older,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,11809953.0,,TOTAL,7.5,0,0,"(7671542.0, 13093219.25]",2016-06-17,16969.0
288,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,20047253.0,,TOTAL,9.7,0,0,"(13093219.25, 114480641.0]",2016-01-12,16812.0
289,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,7273282.0,,TOTAL,5.0,0,0,"(3607745.75, 7671542.0]",2016-02-13,16844.0
290,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,6945313.0,,TOTAL,10.3,0,0,"(3607745.75, 7671542.0]",2016-07-04,16986.0
291,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,6101090.0,,TOTAL,9.6,0,0,"(3607745.75, 7671542.0]",2016-09-13,17057.0
292,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,8473001.0,,TOTAL,8.8,0,0,"(7671542.0, 13093219.25]",2016-04-20,16911.0
293,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$1,000,000 or more",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,46088723.0,,TOTAL,8.4,0,0,"(13093219.25, 114480641.0]",2016-01-10,16810.0
294,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$250,000 to $499,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,12706082.0,,TOTAL,7.2,0,0,"(7671542.0, 13093219.25]",2016-04-11,16902.0
295,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,2476122.0,,TOTAL,11.5,0,0,"(0.0, 3607745.75]",2016-11-27,17132.0
296,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,45 to 54 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,3139752.0,,TOTAL,8.7,0,0,"(0.0, 3607745.75]",2016-07-14,16996.0
297,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$500,000 to $999,999",Operator Age,55 to 64 years old,vprodtot,Total value of production,20,1,,,"1,000 Dollars",Total value of production,False,20054927.0,,TOTAL,3.9,0,0,"(13093219.25, 114480641.0]",2016-08-16,17029.0
298,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"$100,000 to $249,999",Operator Age,35 to 44 years old,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,9692.0,,TOTAL,25.5,0,0,,2016-08-30,17043.0
299,2016,All survey states,Structural Characteristics,All Farms,Economic Class,"Less than $100,000",Operator Age,65 years or older,tacres,Total acres operated,30,1,,,"1,000 Acres",Total acres operated,False,163497.0,,TOTAL,24.4,0,0,,2016-08-01,17014.0
